0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,labels
-303.5305480957031,151.35739135742188,-19.892610549926758,10.254304885864258,-2.5007238388061523,6.326280117034912,-5.760200500488281,-2.716320037841797,-9.855398178100586,-6.934032440185547,0.9001760482788086,-7.150492191314697,-11.077908515930176,-9.631393432617188,-8.539932250976562,-7.284168243408203,-11.988814353942871,-8.130899429321289,-4.8549723625183105,-9.581720352172852,-11.958060264587402,-6.990157604217529,-9.83226203918457,-8.638629913330078,-5.3276686668396,-8.19041633605957,-7.910109043121338,-5.904756546020508,-10.045267105102539,-5.18920373916626,-10.073970794677734,-6.795716762542725,-5.00420618057251,-1.0612800121307373,2.4855854511260986,1.4912936687469482,3.674920082092285,4.56458044052124,-0.30004337430000305,surprise
-331.1792297363281,147.54055786132812,-20.123788833618164,5.910548210144043,-1.1143945455551147,5.695250988006592,-4.937458038330078,-2.5782535076141357,-10.889735221862793,-7.682685852050781,0.199552983045578,-7.643493175506592,-10.804708480834961,-10.300094604492188,-8.987671852111816,-8.259451866149902,-12.804422378540039,-8.992284774780273,-4.9799885749816895,-10.239909172058105,-12.648258209228516,-7.817588806152344,-10.751646041870117,-9.044065475463867,-4.754103183746338,-8.948162078857422,-7.634243488311768,-6.843145847320557,-10.409473419189453,-5.293217182159424,-11.114548683166504,-7.328951358795166,-4.981198787689209,-1.0170032978057861,2.289156913757324,0.3210332989692688,3.481276273727417,3.931248188018799,-0.21913224458694458,surprise
-325.79718017578125,152.4022674560547,-23.935073852539062,6.996021747589111,-0.8306483030319214,7.156847953796387,-5.284515857696533,-2.906799793243408,-9.370914459228516,-6.85474967956543,0.7200624942779541,-7.2501749992370605,-10.114855766296387,-9.288788795471191,-8.385051727294922,-7.543881893157959,-13.510912895202637,-9.04204273223877,-5.616232872009277,-11.037294387817383,-11.791924476623535,-7.207939624786377,-10.412251472473145,-8.388702392578125,-5.2423810958862305,-9.197404861450195,-7.965388298034668,-6.884118556976318,-10.454794883728027,-4.623245716094971,-10.144302368164062,-5.774772644042969,-4.786386489868164,-1.9879882335662842,1.6583664417266846,0.21301256120204926,2.6062796115875244,3.486567974090576,-0.5603352785110474,surprise
-325.18402099609375,147.94894409179688,-24.624408721923828,8.330192565917969,-1.0035526752471924,6.4036478996276855,-6.53035831451416,-3.970075845718384,-12.801828384399414,-3.960150957107544,-1.3463623523712158,-9.946340560913086,-10.041860580444336,-9.539984703063965,-8.268568992614746,-9.865194320678711,-14.47597885131836,-6.651922702789307,-8.85765266418457,-14.419065475463867,-11.056303977966309,-6.374513149261475,-10.680572509765625,-6.4798054695129395,-6.792407035827637,-10.153709411621094,-5.936580181121826,-9.126598358154297,-7.379941463470459,-6.5620436668396,-8.952597618103027,-1.9936232566833496,-1.2497200965881348,5.561315059661865,1.2771961688995361,0.9738795161247253,2.5714025497436523,-1.323077917098999,-2.5948591232299805,surprise
-303.0995788574219,151.5000762939453,-20.03151512145996,10.46728229522705,-2.2997946739196777,6.583680152893066,-5.793186187744141,-2.6750504970550537,-9.94568920135498,-7.018824577331543,0.9271918535232544,-7.111415386199951,-11.123401641845703,-9.516035079956055,-8.451483726501465,-7.0676655769348145,-11.8442964553833,-8.009422302246094,-4.761139869689941,-9.463521957397461,-11.850922584533691,-6.844650745391846,-9.626222610473633,-8.449697494506836,-5.340976238250732,-8.483744621276855,-7.858760356903076,-5.762057304382324,-9.850424766540527,-5.1437153816223145,-10.029029846191406,-6.7227864265441895,-5.010209560394287,-0.9503152966499329,2.665377140045166,1.6045211553573608,3.6755499839782715,4.5001444816589355,-0.5054094195365906,surprise
-288.5862121582031,93.61605072021484,40.193599700927734,13.638386726379395,-16.62004852294922,-22.835554122924805,3.515948534011841,-2.5313096046447754,-2.1184804439544678,-3.558499336242676,5.4026970863342285,-7.205363750457764,-4.442330360412598,1.6503657102584839,-1.8047455549240112,6.638319969177246,-8.113740921020508,1.0612013339996338,-1.4781750440597534,1.3807134628295898,-2.6717021465301514,0.6930820941925049,-4.650247573852539,3.1513218879699707,-2.333329439163208,1.694697618484497,2.151759624481201,4.751002788543701,-0.43929746747016907,3.0622541904449463,-4.3959150314331055,-4.659578323364258,-4.131333351135254,-0.10858046263456345,-4.84617280960083,-4.36806058883667,-4.937314510345459,-0.8591766357421875,-8.131390571594238,surprise
-320.57611083984375,94.10433959960938,39.91227722167969,12.548480033874512,-19.052814483642578,-26.00827407836914,2.3555691242218018,-3.4209468364715576,-2.9867336750030518,-3.6220650672912598,5.406893730163574,-8.2784423828125,-5.172935962677002,2.0396668910980225,-1.0593799352645874,7.4838032722473145,-7.5188984870910645,1.5180022716522217,-1.285908579826355,0.9883332848548889,-3.3761751651763916,0.5751097202301025,-4.009700775146484,3.634988307952881,-1.662670612335205,2.1319165229797363,2.787780523300171,5.249184608459473,-0.06630409508943558,4.007719039916992,-3.8553519248962402,-4.594723224639893,-3.8653676509857178,0.5417461395263672,-4.2868266105651855,-4.278181076049805,-4.653128623962402,-0.5140097737312317,-7.988706111907959,surprise
-313.90362548828125,99.1155014038086,41.41379165649414,14.408048629760742,-19.601476669311523,-27.44624137878418,1.5193108320236206,-4.206614971160889,-3.8327579498291016,-4.7665205001831055,4.061154365539551,-8.831964492797852,-5.805172443389893,1.3789196014404297,-2.686669111251831,6.438384532928467,-8.85428237915039,1.2172574996948242,-2.007368564605713,0.6503289937973022,-4.092167854309082,-0.664674699306488,-4.32576322555542,3.01826810836792,-2.6682119369506836,0.9605076909065247,2.3056228160858154,5.429815292358398,-0.07098784297704697,3.435549020767212,-4.3189473152160645,-5.256563186645508,-3.8814949989318848,1.6076123714447021,-3.073920249938965,-3.385011911392212,-4.653023719787598,-0.5137626528739929,-8.520360946655273,surprise
-315.4288330078125,99.29299926757812,37.58448028564453,10.691893577575684,-23.76435661315918,-23.185903549194336,4.116042137145996,-4.061680793762207,-3.887629985809326,-2.228487730026245,3.192426919937134,-11.602560997009277,-0.5556332468986511,1.012781023979187,1.5897879600524902,3.470236301422119,-8.262049674987793,3.687199115753174,-2.0110599994659424,0.12063699960708618,-3.207869291305542,0.011809349060058594,-3.2137415409088135,3.240316867828369,-2.523710012435913,5.24317741394043,2.480550527572632,2.937058925628662,-1.0961809158325195,-0.01895674131810665,-8.545679092407227,-2.986182689666748,-1.4146769046783447,-2.2212672233581543,-7.617528438568115,-4.581665515899658,-3.69655179977417,-6.050019264221191,-5.0827250480651855,surprise
-286.4839172363281,94.25799560546875,40.01228332519531,13.654366493225098,-16.717458724975586,-23.02466583251953,3.6130411624908447,-2.683317184448242,-2.280620813369751,-3.722590684890747,5.106312274932861,-7.462623119354248,-4.712540626525879,1.3237971067428589,-2.009265422821045,6.493500232696533,-8.32343864440918,1.0423531532287598,-1.2233209609985352,1.3419238328933716,-2.7418553829193115,0.5878134369850159,-4.731564044952393,3.1086208820343018,-2.3200862407684326,1.8926342725753784,2.3429338932037354,4.897817134857178,-0.21823666989803314,3.189584255218506,-4.455687999725342,-4.71149206161499,-4.1656317710876465,-0.22529171407222748,-5.012615203857422,-4.451408386230469,-4.947835445404053,-0.8847250938415527,-8.080397605895996,surprise
